"","date","county","state","fips","cases","deaths"
"148","2020-03-29","King George","Virginia",51099,2,0
"149","2020-03-29","Loudoun","Virginia",51107,61,0
"150","2020-03-29","Manassas Park city","Virginia",51685,1,0
"151","2020-03-29","Manassas city","Virginia",51683,5,0
"152","2020-03-29","Prince William","Virginia",51153,72,0
"153","2020-03-29","Spotsylvania","Virginia",51177,5,0
"154","2020-03-29","Stafford","Virginia",51179,13,0
"155","2020-03-29","Warren","Virginia",51187,2,0
"156","2020-03-30","Alexandria city","Virginia",51510,26,0
"157","2020-03-30","Arlington","Virginia",51013,86,2
"158","2020-03-30","Culpeper","Virginia",51047,3,0
"159","2020-03-30","Fairfax","Virginia",51059,225,2
"160","2020-03-30","Fredericksburg city","Virginia",51630,1,0
"161","2020-03-30","King George","Virginia",51099,3,0
"162","2020-03-30","Loudoun","Virginia",51107,61,0
"163","2020-03-30","Manassas Park city","Virginia",51685,1,0
"164","2020-03-30","Manassas city","Virginia",51683,7,0
"165","2020-03-30","Prince William","Virginia",51153,79,0
"166","2020-03-30","Spotsylvania","Virginia",51177,6,0
"167","2020-03-30","Stafford","Virginia",51179,20,0
"168","2020-03-30","Warren","Virginia",51187,2,0
"169","2020-03-31","Alexandria city","Virginia",51510,30,0
"170","2020-03-31","Arlington","Virginia",51013,104,2
"171","2020-03-31","Clarke","Virginia",51043,1,0
"172","2020-03-31","Culpeper","Virginia",51047,3,0
"173","2020-03-31","Fairfax","Virginia",51059,244,2
"174","2020-03-31","Fredericksburg city","Virginia",51630,1,0
"175","2020-03-31","King George","Virginia",51099,3,0
"176","2020-03-31","Loudoun","Virginia",51107,87,0
"177","2020-03-31","Manassas Park city","Virginia",51685,1,0
"178","2020-03-31","Manassas city","Virginia",51683,8,0
"179","2020-03-31","Prince William","Virginia",51153,94,0
"180","2020-03-31","Spotsylvania","Virginia",51177,7,0
"181","2020-03-31","Stafford","Virginia",51179,24,0
"182","2020-03-31","Warren","Virginia",51187,3,0
"183","2020-04-01","Alexandria city","Virginia",51510,32,0
"184","2020-04-01","Arlington","Virginia",51013,119,2
"185","2020-04-01","Clarke","Virginia",51043,1,0
"186","2020-04-01","Culpeper","Virginia",51047,5,0
"187","2020-04-01","Fairfax","Virginia",51059,288,5
"188","2020-04-01","Fredericksburg city","Virginia",51630,1,0
"189","2020-04-01","King George","Virginia",51099,4,0
"190","2020-04-01","Loudoun","Virginia",51107,105,0
"191","2020-04-01","Manassas Park city","Virginia",51685,1,0
"192","2020-04-01","Manassas city","Virginia",51683,9,0
"193","2020-04-01","Prince William","Virginia",51153,106,1
"194","2020-04-01","Spotsylvania","Virginia",51177,8,0
"195","2020-04-01","Stafford","Virginia",51179,28,0
"196","2020-04-01","Warren","Virginia",51187,3,0
"197","2020-04-02","Alexandria city","Virginia",51510,33,0
"198","2020-04-02","Arlington","Virginia",51013,128,2
"199","2020-04-02","Clarke","Virginia",51043,1,0
"200","2020-04-02","Culpeper","Virginia",51047,6,0
"201","2020-04-02","Fairfax","Virginia",51059,328,5
"202","2020-04-02","Fredericksburg city","Virginia",51630,2,0
"203","2020-04-02","King George","Virginia",51099,4,0
"204","2020-04-02","Loudoun","Virginia",51107,121,0
"205","2020-04-02","Manassas Park city","Virginia",51685,1,0
"206","2020-04-02","Manassas city","Virginia",51683,12,0
"207","2020-04-02","Prince William","Virginia",51153,117,1
"208","2020-04-02","Spotsylvania","Virginia",51177,9,0
"209","2020-04-02","Stafford","Virginia",51179,28,0
"210","2020-04-02","Warren","Virginia",51187,3,0
"211","2020-04-03","Alexandria city","Virginia",51510,56,0
"212","2020-04-03","Arlington","Virginia",51013,135,2
"213","2020-04-03","Clarke","Virginia",51043,2,0
"214","2020-04-03","Culpeper","Virginia",51047,7,0
"215","2020-04-03","Fairfax","Virginia",51059,372,5
"216","2020-04-03","Fredericksburg city","Virginia",51630,4,0
"217","2020-04-03","King George","Virginia",51099,6,0
"218","2020-04-03","Loudoun","Virginia",51107,130,0
"219","2020-04-03","Manassas Park city","Virginia",51685,2,0
"220","2020-04-03","Manassas city","Virginia",51683,13,0
"221","2020-04-03","Prince William","Virginia",51153,131,1
"222","2020-04-03","Spotsylvania","Virginia",51177,11,0
"223","2020-04-03","Stafford","Virginia",51179,29,0
"224","2020-04-03","Warren","Virginia",51187,4,0
"225","2020-04-04","Alexandria city","Virginia",51510,68,0
"226","2020-04-04","Arlington","Virginia",51013,150,2
"227","2020-04-04","Clarke","Virginia",51043,2,0
"228","2020-04-04","Culpeper","Virginia",51047,8,0
"229","2020-04-04","Fairfax","Virginia",51059,387,5
"230","2020-04-04","Fredericksburg city","Virginia",51630,7,0
"231","2020-04-04","King George","Virginia",51099,8,0
"232","2020-04-04","Loudoun","Virginia",51107,150,0
"233","2020-04-04","Manassas Park city","Virginia",51685,2,0
"234","2020-04-04","Manassas city","Virginia",51683,14,0
"235","2020-04-04","Prince William","Virginia",51153,159,1
"236","2020-04-04","Spotsylvania","Virginia",51177,18,0
"237","2020-04-04","Stafford","Virginia",51179,38,0
"238","2020-04-04","Warren","Virginia",51187,4,0
"239","2020-04-05","Alexandria city","Virginia",51510,74,0
